ID lead;fonte do lead;status atual;scoring;engagement score;data de criação;data de conversão
646577;Google;Apresentação;70;0;19/07/2016 10:51;19/07/2016 10:51
646574;Google;Qualificado;110;50;19/07/2016 10:49;19/07/2016 10:52
646570;Google;Apresentação;130;0;19/07/2016 10:45;25/07/2016 09:22
646558;Orgânico;Qualificado;190;120;19/07/2016 10:35;19/07/2016 10:38
646552;Indicação;Apresentação;0;0;19/07/2016 10:26;
646534;Google;Qualificado;50;10;19/07/2016 10:15;19/07/2016 10:17
646508;Google;Qualificado;70;20;19/07/2016 09:57;19/07/2016 10:06
646504;Orgânico;Qualificado;100;30;19/07/2016 09:54;19/07/2016 09:56
646501;Google;Amostras;90;0;19/07/2016 09:53;19/07/2016 10:14
646491;Google;Qualificado;60;10;19/07/2016 09:49;19/07/2016 11:29
646462;Google;Lead Ruim;90;0;19/07/2016 09:14;19/07/2016 09:24
646451;Google;Apresentação;105;0;19/07/2016 09:02;19/07/2016 09:10
646449;Google;Apresentação;70;0;19/07/2016 09:00;19/07/2016 09:02
646447;Google;Amostras;90;0;19/07/2016 08:58;19/07/2016 09:06
646433;Google;Amostras;60;0;19/07/2016 08:51;19/07/2016 09:02
646413;Indicação;Qualificado;0;0;19/07/2016 08:37;
646412;Google;Qualificado;135;60;19/07/2016 08:37;19/07/2016 08:39
646388;Google;Qualificado;135;50;19/07/2016 08:19;19/07/2016 08:24
646370;Google;Apresentação;165;0;19/07/2016 08:03;19/07/2016 08:06
646366;Orgânico;Qualificado;220;160;19/07/2016 07:59;19/07/2016 08:22
646363;Google;Amostras;110;0;19/07/2016 07:57;19/07/2016 08:05
646360;Google;Qualificado;100;50;19/07/2016 07:52;19/07/2016 08:05
646355;Google;Qualificado;145;70;19/07/2016 07:46;19/07/2016 07:55
646337;Indicação;Qualificado;0;0;19/07/2016 07:31;
646335;Google;Apresentação;60;0;19/07/2016 07:28;19/07/2016 07:30
646334;Google;Qualificado;170;60;19/07/2016 07:27;19/07/2016 07:28
646330;Orgânico;Qualificado;70;20;19/07/2016 07:24;19/07/2016 07:31
646320;Indicação;Fechado;0;0;19/07/2016 07:18;
646285;Google;Não Elegível;115;0;19/07/2016 06:53;19/07/2016 06:56
646276;Google;Amostras;110;0;19/07/2016 06:46;19/07/2016 07:21
646253;Indicação;Qualificado;20;20;19/07/2016 06:30;
646241;Google;Qualificado;90;30;19/07/2016 06:20;19/07/2016 06:39
646227;Google;Amostras;100;0;19/07/2016 06:14;19/07/2016 06:21
646199;Google;Qualificado;185;120;19/07/2016 06:00;19/07/2016 06:05
646191;Google;Qualificado;100;30;19/07/2016 05:53;19/07/2016 05:54
646189;Orgânico;Qualificado;125;50;19/07/2016 05:53;19/07/2016 06:04
646181;Google;Apresentação;70;0;19/07/2016 05:48;19/07/2016 05:52
646170;Google;Qualificado;130;30;19/07/2016 05:39;19/07/2016 06:14
646086;Google;Qualificado;60;10;19/07/2016 04:25;19/07/2016 04:27
646014;Google;Apresentação;115;0;18/07/2016 20:03;18/07/2016 20:05
646003;Google;Apresentação;75;0;18/07/2016 19:05;18/07/2016 19:08
645967;Orgânico;Apresentação;120;0;18/07/2016 17:41;18/07/2016 17:44
645948;Google;Apresentação;185;0;18/07/2016 17:03;18/07/2016 17:05
645927;Google;Qualificado;75;10;18/07/2016 16:38;18/07/2016 16:52
645914;Orgânico;Amostras;215;0;18/07/2016 16:13;18/07/2016 16:14
645875;Orgânico;Qualificado;180;110;18/07/2016 15:08;18/07/2016 15:09
645843;Orgânico;Não Elegível;120;0;18/07/2016 14:13;18/07/2016 14:15
645825;Indicação;Qualificado;40;40;18/07/2016 13:46;
645806;Orgânico;Apresentação;150;0;18/07/2016 13:28;18/07/2016 13:30
645802;Google;Apresentação;80;0;18/07/2016 13:18;18/07/2016 13:20
645785;Google;Qualificado;100;30;18/07/2016 12:56;18/07/2016 12:57
645773;Google;Qualificado;80;30;18/07/2016 12:43;18/07/2016 12:51
645735;Orgânico;Qualificado;160;90;18/07/2016 11:59;18/07/2016 12:01
645671;Google;Apresentação;110;0;18/07/2016 11:04;18/07/2016 11:08
645662;Orgânico;Apresentação;170;0;18/07/2016 10:47;23/07/2016 10:46
645657;Google;Qualificado;70;20;18/07/2016 10:43;18/07/2016 11:07
645640;Orgânico;Qualificado;110;30;18/07/2016 10:28;18/07/2016 10:29
645636;Google;Qualificado;110;60;18/07/2016 10:26;18/07/2016 10:42
645601;Google;Qualificado;145;70;18/07/2016 10:04;18/07/2016 10:39
645530;Google;Qualificado;60;10;18/07/2016 09:05;18/07/2016 09:10
645523;Google;Qualificado;100;50;18/07/2016 08:59;18/07/2016 09:15
645517;Google;Apresentação;150;0;18/07/2016 08:58;18/07/2016 08:59
645515;Google;Apresentação;120;0;18/07/2016 08:57;18/07/2016 08:59
645512;Google;Qualificado;130;60;18/07/2016 08:54;18/07/2016 09:24
645491;Google;Amostras;90;0;18/07/2016 08:39;18/07/2016 08:42
645483;Google;Qualificado;145;70;18/07/2016 08:30;18/07/2016 08:40
645457;Google;Qualificado;110;60;18/07/2016 08:18;18/07/2016 08:20
645447;Google;Apresentação;100;0;18/07/2016 08:10;18/07/2016 08:15
645431;Google;Apresentação;200;0;18/07/2016 07:50;18/07/2016 07:53
645388;Google;Qualificado;215;40;18/07/2016 07:09;18/07/2016 07:25
645385;Google;Qualificado;70;20;18/07/2016 07:06;18/07/2016 07:12
645381;Google;Apresentação;60;0;18/07/2016 07:04;18/07/2016 12:01
645378;Google;Não Elegível;75;0;18/07/2016 07:02;18/07/2016 07:07
645372;Google;Apresentação;90;0;18/07/2016 06:59;18/07/2016 06:59
645370;Indicação;Qualificado;0;0;18/07/2016 06:57;
645355;Google;Qualificado;80;20;18/07/2016 06:47;18/07/2016 06:47
645350;Google;Qualificado;200;150;18/07/2016 06:44;18/07/2016 07:11
645333;Google;Qualificado;135;60;18/07/2016 06:34;18/07/2016 06:52
645324;Google;Qualificado;70;10;18/07/2016 06:30;18/07/2016 06:32
645308;Google;Qualificado;90;20;18/07/2016 06:21;18/07/2016 06:21
645305;Indicação;Qualificado;20;20;18/07/2016 06:17;
645294;Google;Qualificado;60;10;18/07/2016 06:12;18/07/2016 06:14
645292;Google;Qualificado;115;30;18/07/2016 06:12;18/07/2016 06:14
645285;Orgânico;Amostras;130;0;18/07/2016 06:06;18/07/2016 06:10
645276;Google;Qualificado;80;10;18/07/2016 06:01;18/07/2016 06:16
645271;Google;Apresentação;285;0;18/07/2016 06:00;18/07/2016 06:03
645265;Google;Apresentação;100;0;18/07/2016 05:56;18/07/2016 05:56
645243;Indicação;Qualificado;120;20;18/07/2016 05:43;
645241;Orgânico;Apresentação;130;0;18/07/2016 05:43;18/07/2016 05:47
645226;Google;Apresentação;60;0;18/07/2016 05:32;18/07/2016 05:32
645218;Google;Qualificado;200;60;18/07/2016 05:29;18/07/2016 05:31
645215;Google;Lead Ruim;120;0;18/07/2016 05:27;18/07/2016 06:02
645200;Orgânico;Qualificado;90;40;18/07/2016 05:08;18/07/2016 05:17
645184;Google;Apresentação;85;0;18/07/2016 04:58;21/07/2016 05:37
645176;Google;Qualificado;115;40;18/07/2016 04:43;18/07/2016 04:50
645172;Google;Qualificado;85;10;18/07/2016 04:39;18/07/2016 04:43
645149;Google;Apresentação;130;0;18/07/2016 04:13;18/07/2016 04:13
645140;Google;Amostras;150;0;18/07/2016 04:00;18/07/2016 04:01
645131;Orgânico;Qualificado;210;140;18/07/2016 03:44;18/07/2016 03:48
645114;Google;Apresentação;177;0;18/07/2016 03:17;04/08/2016 05:21
645099;Google;Qualificado;95;30;18/07/2016 02:31;18/07/2016 02:33
645089;Google;Qualificado;290;220;18/07/2016 01:46;18/07/2016 01:53
645067;Orgânico;Apresentação;295;0;17/07/2016 20:16;17/07/2016 20:21
645057;Google;Qualificado;90;40;17/07/2016 19:03;17/07/2016 19:05
645051;Google;Apresentação;165;0;17/07/2016 18:46;17/07/2016 18:47
645035;Google;Apresentação;190;0;17/07/2016 16:25;17/07/2016 16:27
645026;Google;Fechado;70;0;17/07/2016 16:10;17/07/2016 16:13
645009;Google;Qualificado;105;40;17/07/2016 15:46;17/07/2016 15:46
644990;Google;Amostras;60;0;17/07/2016 15:17;17/07/2016 15:19
644961;Google;Apresentação;95;0;17/07/2016 14:32;17/07/2016 14:35
644953;Google;Qualificado;135;30;17/07/2016 14:25;17/07/2016 15:07
644924;Google;Apresentação;130;0;17/07/2016 13:31;17/07/2016 13:31
644912;Google;Apresentação;225;0;17/07/2016 13:18;17/07/2016 13:19
644911;Google;Amostras;100;0;17/07/2016 13:17;17/07/2016 13:18
644906;Google;Qualificado;185;70;17/07/2016 13:12;17/07/2016 13:15
644905;Google;Apresentação;90;0;17/07/2016 13:10;17/07/2016 13:13
644900;Google;Qualificado;170;80;17/07/2016 13:04;17/07/2016 13:21
644871;Google;Apresentação;90;0;17/07/2016 12:22;17/07/2016 12:24
644862;Google;Apresentação;80;0;17/07/2016 12:06;17/07/2016 12:06
644816;Google;Apresentação;90;0;17/07/2016 11:03;17/07/2016 11:09
644763;Google;Não Elegível;60;0;17/07/2016 09:51;17/07/2016 09:57
644758;Google;Qualificado;165;100;17/07/2016 09:42;17/07/2016 09:47
644750;Google;Qualificado;70;20;17/07/2016 09:30;17/07/2016 09:55
644723;Orgânico;Qualificado;190;90;17/07/2016 08:30;17/07/2016 08:44
644717;Orgânico;Apresentação;110;0;17/07/2016 08:23;17/07/2016 08:26
644710;Google;Apresentação;160;0;17/07/2016 08:10;17/07/2016 08:10
644703;Google;Apresentação;110;0;17/07/2016 08:01;17/07/2016 08:09
644702;Google;Qualificado;80;30;17/07/2016 07:58;17/07/2016 08:12
644691;Orgânico;Apresentação;150;0;17/07/2016 07:47;17/07/2016 07:49
644680;Google;Amostras;60;0;17/07/2016 07:36;17/07/2016 07:45
644671;Google;Amostras;215;0;17/07/2016 07:24;17/07/2016 07:29
644665;Google;Qualificado;150;80;17/07/2016 07:11;17/07/2016 07:17
644641;Google;Não Elegível;125;0;17/07/2016 06:24;17/07/2016 06:24
644624;Google;Apresentação;55;0;17/07/2016 05:29;17/07/2016 05:37
644481;Orgânico;Apresentação;300;0;16/07/2016 19:26;16/07/2016 19:29
644466;Google;Apresentação;160;0;16/07/2016 18:48;16/07/2016 18:50
644450;Google;Apresentação;70;0;16/07/2016 18:33;16/07/2016 18:33
644390;Orgânico;Apresentação;210;0;16/07/2016 16:21;16/07/2016 16:22
644295;Google;Qualificado;85;20;16/07/2016 13:46;16/07/2016 14:06
644286;Google;Apresentação;145;0;16/07/2016 13:30;16/07/2016 13:35
644282;Google;Qualificado;280;230;16/07/2016 13:23;30/07/2016 05:40
644264;Google;Amostras;275;0;16/07/2016 12:56;16/07/2016 13:13
644261;Google;Apresentação;240;0;16/07/2016 12:54;16/07/2016 13:13
644257;Google;Qualificado;75;10;16/07/2016 12:49;16/07/2016 13:13
644249;Google;Qualificado;155;80;16/07/2016 12:41;16/07/2016 13:08
644247;Google;Qualificado;110;60;16/07/2016 12:39;16/07/2016 13:40
644246;Google;Qualificado;100;60;16/07/2016 12:39;16/07/2016 13:33
644225;Google;Amostras;120;0;16/07/2016 12:08;16/07/2016 12:20
644223;Google;Apresentação;215;0;16/07/2016 12:07;16/07/2016 12:29
644221;Google;Apresentação;70;0;16/07/2016 12:02;16/07/2016 12:17
644211;Orgânico;Qualificado;190;120;16/07/2016 11:51;16/07/2016 12:05
644197;Google;Qualificado;105;40;16/07/2016 11:31;16/07/2016 11:52
644186;Google;Apresentação;145;0;16/07/2016 11:16;16/07/2016 11:40
644182;Google;Amostras;160;0;16/07/2016 11:14;16/07/2016 11:31
644173;Google;Amostras;90;0;16/07/2016 11:05;16/07/2016 11:08
644160;Google;Amostras;80;0;16/07/2016 10:45;16/07/2016 10:52
644144;Google;Apresentação;130;0;16/07/2016 10:27;16/07/2016 10:29
644143;Google;Amostras;107;0;16/07/2016 10:23;16/07/2016 10:26
644137;Google;Qualificado;105;40;16/07/2016 10:14;16/07/2016 10:20
644130;Google;Qualificado;105;40;16/07/2016 10:05;16/07/2016 10:07
644129;Google;Qualificado;105;40;16/07/2016 10:04;16/07/2016 10:08
644125;Google;Apresentação;115;0;16/07/2016 10:00;16/07/2016 10:01
644122;Google;Apresentação;110;0;16/07/2016 09:57;16/07/2016 10:01
644117;Orgânico;Apresentação;150;0;16/07/2016 09:54;16/07/2016 10:09
644111;Orgânico;Apresentação;60;0;16/07/2016 09:50;16/07/2016 10:01
644087;Google;Qualificado;215;150;16/07/2016 09:25;16/07/2016 09:29
644080;Indicação;Fechado;0;0;16/07/2016 09:18;
644068;Google;Qualificado;140;30;16/07/2016 09:04;16/07/2016 09:04
644042;Google;Qualificado;80;30;16/07/2016 08:43;16/07/2016 08:47
644036;Google;Amostras;110;0;16/07/2016 08:35;21/07/2016 12:22
644029;Google;Apresentação;100;0;16/07/2016 08:30;16/07/2016 08:36
644013;Google;Qualificado;100;30;16/07/2016 08:16;16/07/2016 08:23
644006;Google;Amostras;60;0;16/07/2016 08:08;16/07/2016 08:47
644000;Indicação;Fechado;0;0;16/07/2016 08:01;
643998;Mídia Social;Qualificado;60;10;16/07/2016 07:58;16/07/2016 08:02
643986;Indicação;Fechado;20;0;16/07/2016 07:41;
643977;Google;Qualificado;60;10;16/07/2016 07:33;16/07/2016 07:44
643976;Google;Qualificado;240;170;16/07/2016 07:32;16/07/2016 07:37
643974;Google;Apresentação;40;0;16/07/2016 07:31;16/07/2016 07:36
643951;Orgânico;Apresentação;275;0;16/07/2016 07:09;16/07/2016 07:22
643946;Google;Qualificado;80;30;16/07/2016 07:03;16/07/2016 07:20
643945;Google;Qualificado;60;10;16/07/2016 07:02;16/07/2016 08:01
643938;Indicação;Fechado;10;0;16/07/2016 06:59;
643936;Indicação;Qualificado;10;10;16/07/2016 06:55;
643930;Orgânico;Fechado;90;0;16/07/2016 06:48;16/07/2016 06:54
643923;Indicação;Qualificado;20;20;16/07/2016 06:46;
643918;Indicação;Qualificado;0;0;16/07/2016 06:43;
643917;Indicação;Qualificado;0;0;16/07/2016 06:41;
643916;Google;Qualificado;185;120;16/07/2016 06:40;22/07/2016 11:39
643902;Indicação;Qualificado;0;0;16/07/2016 06:32;
643901;Indicação;Fechado;20;0;16/07/2016 06:31;
643897;Indicação;Qualificado;0;0;16/07/2016 06:27;
643889;Indicação;Qualificado;10;10;16/07/2016 06:24;
643884;Indicação;Qualificado;10;0;16/07/2016 06:21;
643871;Indicação;Qualificado;0;0;16/07/2016 06:12;
643848;Indicação;Qualificado;0;0;16/07/2016 05:49;
643845;Google;Apresentação;120;0;16/07/2016 05:47;16/07/2016 06:01
643838;Indicação;Fechado;20;0;16/07/2016 05:43;
643832;Indicação;Qualificado;0;0;16/07/2016 05:36;
643831;Google;Apresentação;200;0;16/07/2016 05:34;02/08/2016 08:25
643819;Google;Qualificado;110;40;16/07/2016 05:24;16/07/2016 05:33
643814;Google;Apresentação;250;0;16/07/2016 05:17;16/07/2016 05:25
643810;Google;Amostras;70;0;16/07/2016 05:13;16/07/2016 05:18
643807;Google;Apresentação;60;0;16/07/2016 05:12;16/07/2016 05:34
643801;Indicação;Qualificado;40;40;16/07/2016 05:05;
643795;Orgânico;Qualificado;80;30;16/07/2016 04:58;16/07/2016 05:19
643788;Google;Amostras;60;0;16/07/2016 04:49;16/07/2016 05:02
643789;Google;Qualificado;80;30;16/07/2016 04:49;16/07/2016 04:54
643772;Google;Qualificado;90;40;16/07/2016 04:35;16/07/2016 04:38
643746;Google;Não contatado;70;0;16/07/2016 04:11;06/08/2016 13:32
643701;Orgânico;Fechado;160;0;16/07/2016 02:01;16/07/2016 02:04
643643;Google;Amostras;65;0;15/07/2016 18:43;15/07/2016 18:43
643637;Google;Qualificado;180;130;15/07/2016 18:26;15/07/2016 18:29
643634;Google;Não Elegível;110;0;15/07/2016 18:22;15/07/2016 18:28
643623;Google;Amostras;120;0;15/07/2016 18:11;15/07/2016 18:11
643593;Google;Apresentação;80;0;15/07/2016 17:14;15/07/2016 17:16
643583;Google;Fechado;225;0;15/07/2016 16:59;15/07/2016 17:05
643545;Google;Apresentação;110;0;15/07/2016 16:01;15/07/2016 16:08
643534;Google;Lead Ruim;70;0;15/07/2016 15:33;15/07/2016 15:37
643524;Orgânico;Apresentação;80;0;15/07/2016 15:19;15/07/2016 15:21
643517;Google;Qualificado;115;50;15/07/2016 15:08;15/07/2016 15:23
643508;Google;Amostras;95;0;15/07/2016 15:02;15/07/2016 15:05
643496;Google;Qualificado;155;60;15/07/2016 14:52;15/07/2016 14:52
643477;Google;Apresentação;115;0;15/07/2016 14:35;15/07/2016 14:38
643443;Google;Qualificado;190;140;15/07/2016 13:54;15/07/2016 13:56
643386;Google;Qualificado;60;10;15/07/2016 12:48;15/07/2016 12:49
643384;Google;Apresentação;85;0;15/07/2016 12:45;15/07/2016 12:47
643356;Google;Amostras;135;0;15/07/2016 12:19;15/07/2016 12:26
643343;Google;Amostras;100;0;15/07/2016 12:09;15/07/2016 12:23
643324;Google;Qualificado;120;30;15/07/2016 11:59;15/07/2016 11:59
643320;Google;Apresentação;105;0;15/07/2016 11:53;15/07/2016 11:57
643304;Google;Apresentação;60;0;15/07/2016 11:42;15/07/2016 12:01
643292;Google;Qualificado;225;150;15/07/2016 11:33;15/07/2016 11:36
643289;Google;Qualificado;260;170;15/07/2016 11:28;15/07/2016 11:31
643272;Facebook;Apresentação;0;0;15/07/2016 11:26;
643273;Facebook;Amostras;0;0;15/07/2016 11:26;
643274;Facebook;Apresentação;10;0;15/07/2016 11:26;
643275;Facebook;Não Elegível;0;0;15/07/2016 11:26;
643276;Facebook;Qualificado;10;10;15/07/2016 11:26;
643277;Facebook;Qualificado;20;20;15/07/2016 11:26;
643278;Facebook;Amostras;20;0;15/07/2016 11:26;
643279;Facebook;Apresentação;375;0;15/07/2016 11:26;
643280;Facebook;Apresentação;20;0;15/07/2016 11:26;
643281;Facebook;Qualificado;20;20;15/07/2016 11:26;
643282;Facebook;Qualificado;40;40;15/07/2016 11:26;
643283;Facebook;Qualificado;40;40;15/07/2016 11:26;
643263;Google;Qualificado;60;10;15/07/2016 11:16;15/07/2016 11:27
643228;Google;Qualificado;85;20;15/07/2016 10:51;15/07/2016 10:51
643227;Google;Amostras;90;0;15/07/2016 10:51;15/07/2016 11:00
643215;Google;Qualificado;120;70;15/07/2016 10:40;15/07/2016 11:12
643201;Google;Apresentação;80;0;15/07/2016 10:27;15/07/2016 10:29
643198;Google;Qualificado;120;60;15/07/2016 10:23;15/07/2016 10:26
643163;Google;Perdido;85;0;15/07/2016 09:55;15/07/2016 12:20
643157;Google;Apresentação;210;0;15/07/2016 09:49;15/07/2016 10:14
643101;Google;Qualificado;150;100;15/07/2016 08:56;15/07/2016 09:20
643090;Google;Apresentação;195;0;15/07/2016 08:47;15/07/2016 09:20
643088;Google;Apresentação;10;0;15/07/2016 08:45;15/07/2016 08:55
643072;Google;Amostras;70;0;15/07/2016 08:27;15/07/2016 08:33
643065;Google;Apresentação;70;0;15/07/2016 08:20;15/07/2016 08:42
643058;Google;Lead Ruim;105;0;15/07/2016 08:14;15/07/2016 08:17
643053;Google;Qualificado;115;50;15/07/2016 08:06;15/07/2016 08:13
643051;Google;Fechado;455;0;15/07/2016 08:06;15/07/2016 08:06
643038;Google;Qualificado;110;60;15/07/2016 07:53;15/07/2016 07:54
643001;Google;Apresentação;20;0;15/07/2016 07:25;15/07/2016 07:52
642990;Indicação;Fechado;40;0;15/07/2016 07:17;
642987;Indicação;Qualificado;40;40;15/07/2016 07:16;
642986;Google;Apresentação;105;0;15/07/2016 07:16;15/07/2016 07:16
642967;Orgânico;Amostras;90;0;15/07/2016 07:02;15/07/2016 07:04
642963;Google;Amostras;60;0;15/07/2016 07:00;15/07/2016 07:04
642886;Google;Apresentação;210;0;15/07/2016 06:05;15/07/2016 06:09
642881;Google;Qualificado;145;60;15/07/2016 06:02;15/07/2016 06:15
642875;Google;Apresentação;80;0;15/07/2016 05:56;15/07/2016 05:59
642856;Google;Qualificado;205;140;15/07/2016 05:44;15/07/2016 05:47
642855;Google;Apresentação;125;0;15/07/2016 05:43;15/07/2016 05:44
642846;Google;Apresentação;90;0;15/07/2016 05:35;15/07/2016 05:37
642841;Google;Apresentação;90;0;15/07/2016 05:29;15/07/2016 05:42
642834;Google;Qualificado;75;10;15/07/2016 05:15;15/07/2016 05:18
642832;Google;Apresentação;120;0;15/07/2016 05:14;15/07/2016 05:16
642813;Orgânico;Apresentação;120;0;15/07/2016 04:59;15/07/2016 05:02
642802;Orgânico;Apresentação;80;0;15/07/2016 04:45;15/07/2016 04:46
642801;Indicação;Qualificado;75;50;15/07/2016 04:44;
642798;Google;Qualificado;90;40;15/07/2016 04:42;15/07/2016 04:46
642796;Google;Perdido;170;0;15/07/2016 04:34;15/07/2016 04:38
642785;Google;Apresentação;110;0;15/07/2016 04:20;15/07/2016 04:29
642784;Google;Qualificado;70;30;15/07/2016 04:20;15/07/2016 04:25
642781;Google;Apresentação;75;0;15/07/2016 04:09;15/07/2016 04:11
642764;Google;Qualificado;182;50;15/07/2016 03:19;15/07/2016 03:22
642719;Orgânico;Não Elegível;130;0;14/07/2016 23:01;14/07/2016 23:07
642640;Google;Qualificado;120;70;14/07/2016 17:36;14/07/2016 17:41
642612;Orgânico;Qualificado;140;70;14/07/2016 16:48;14/07/2016 17:05
642553;Orgânico;Amostras;130;0;14/07/2016 14:56;14/07/2016 15:27
642543;Orgânico;Qualificado;110;40;14/07/2016 14:42;14/07/2016 14:44
642522;Google;Qualificado;70;0;14/07/2016 14:15;14/07/2016 14:16
642510;Orgânico;Fechado;110;0;14/07/2016 13:59;17/07/2016 07:07
642495;Orgânico;Apresentação;100;0;14/07/2016 13:30;14/07/2016 13:35
642470;Google;Apresentação;100;0;14/07/2016 13:06;14/07/2016 13:14
642443;Orgânico;Apresentação;80;0;14/07/2016 12:34;14/07/2016 12:40
642435;Orgânico;Apresentação;110;0;14/07/2016 12:28;14/07/2016 12:34
642410;Google;Qualificado;155;40;14/07/2016 12:10;14/07/2016 12:11
642384;Google;Qualificado;70;20;14/07/2016 11:48;14/07/2016 11:55
642356;Google;Lead Ruim;70;0;14/07/2016 11:18;15/07/2016 07:40
642352;Google;Apresentação;90;0;14/07/2016 11:14;14/07/2016 11:20
642307;Indicação;Qualificado;90;40;14/07/2016 10:39;
642303;Google;Fechado;145;0;14/07/2016 10:35;14/07/2016 11:01
642295;Google;Apresentação;100;0;14/07/2016 10:29;14/07/2016 10:45
642278;Google;Apresentação;180;0;14/07/2016 10:15;14/07/2016 10:17
642228;Google;Apresentação;170;0;14/07/2016 09:28;14/07/2016 14:23
642222;Google;Qualificado;60;10;14/07/2016 09:24;14/07/2016 10:06
642218;Google;Apresentação;95;0;14/07/2016 09:21;14/07/2016 09:21
642217;Google;Amostras;70;0;14/07/2016 09:20;14/07/2016 09:26
642204;Google;Qualificado;285;170;14/07/2016 09:12;14/07/2016 09:14
642202;Indicação;Qualificado;10;0;14/07/2016 09:12;
642180;Google;Apresentação;80;0;14/07/2016 09:02;14/07/2016 09:11
642177;Google;Qualificado;110;50;14/07/2016 09:00;14/07/2016 09:02
642169;Google;Qualificado;120;60;14/07/2016 08:55;14/07/2016 09:00
642165;Google;Amostras;50;0;14/07/2016 08:52;14/07/2016 08:53
642146;Google;Qualificado;60;10;14/07/2016 08:29;14/07/2016 08:53
642145;Orgânico;Qualificado;90;20;14/07/2016 08:29;14/07/2016 08:33
642128;Google;Amostras;95;0;14/07/2016 08:09;16/07/2016 18:21
642126;Google;Apresentação;100;0;14/07/2016 08:06;14/07/2016 08:28
642090;Google;Apresentação;80;0;14/07/2016 07:35;14/07/2016 08:07
642088;Indicação;Qualificado;95;70;14/07/2016 07:33;
642070;Google;Amostras;175;0;14/07/2016 07:13;14/07/2016 07:24
642061;Google;Lead Ruim;80;0;14/07/2016 07:07;14/07/2016 07:08
642056;Google;Qualificado;230;80;14/07/2016 07:04;14/07/2016 07:04
642054;Google;Apresentação;80;0;14/07/2016 07:03;14/07/2016 07:07
642052;Google;Apresentação;90;0;14/07/2016 07:03;14/07/2016 07:05
642049;Google;Apresentação;80;0;14/07/2016 07:01;14/07/2016 07:03
642046;Google;Amostras;120;0;14/07/2016 07:00;14/07/2016 07:02
642018;Google;Apresentação;115;0;14/07/2016 06:40;14/07/2016 06:43
641976;Google;Apresentação;150;0;14/07/2016 06:03;14/07/2016 06:05
641959;Google;Qualificado;335;240;14/07/2016 05:53;14/07/2016 06:21
641958;Google;Apresentação;70;0;14/07/2016 05:53;14/07/2016 05:56
641955;Indicação;Fechado;65;0;14/07/2016 05:51;
641946;Google;Qualificado;125;60;14/07/2016 05:43;14/07/2016 05:44
641940;Google;Qualificado;130;50;14/07/2016 05:39;14/07/2016 06:20
641934;Google;Apresentação;100;0;14/07/2016 05:36;14/07/2016 06:31
641925;Google;Lead Ruim;60;0;14/07/2016 05:30;14/07/2016 05:37
641916;Google;Amostras;302;0;14/07/2016 05:26;14/07/2016 05:33
641907;Google;Apresentação;90;0;14/07/2016 05:20;14/07/2016 05:23
641905;Google;Qualificado;265;130;14/07/2016 05:18;14/07/2016 05:18
641891;Google;Qualificado;125;60;14/07/2016 05:00;14/07/2016 05:02
641875;Google;Amostras;75;0;14/07/2016 04:47;14/07/2016 04:50
641870;Orgânico;Apresentação;60;0;14/07/2016 04:39;14/07/2016 04:45
641850;Google;Qualificado;90;20;14/07/2016 04:20;14/07/2016 04:20
641829;Google;Qualificado;90;30;14/07/2016 03:47;14/07/2016 03:54
641827;Google;Apresentação;90;0;14/07/2016 03:35;14/07/2016 03:35
641826;Google;Apresentação;80;0;14/07/2016 03:28;14/07/2016 03:28
641817;Google;Qualificado;120;20;14/07/2016 02:53;14/07/2016 03:02
641763;Orgânico;Amostras;110;0;13/07/2016 19:34;13/07/2016 19:39
641743;Google;Qualificado;180;60;13/07/2016 18:51;13/07/2016 18:52
641734;Google;Apresentação;140;0;13/07/2016 18:36;13/07/2016 18:40
641725;Orgânico;Amostras;160;0;13/07/2016 18:09;06/08/2016 18:49
641715;Google;Qualificado;85;20;13/07/2016 17:38;13/07/2016 17:47
641684;Orgânico;Apresentação;110;0;13/07/2016 16:38;13/07/2016 16:43
641673;Google;Apresentação;130;0;13/07/2016 16:24;13/07/2016 16:43
641647;Google;Apresentação;130;0;13/07/2016 15:30;13/07/2016 15:46
641637;Google;Apresentação;145;0;13/07/2016 15:19;13/07/2016 15:27
641623;Google;Apresentação;80;0;13/07/2016 14:53;13/07/2016 14:59
641619;Orgânico;Não Elegível;70;0;13/07/2016 14:48;13/07/2016 14:52
641603;Google;Apresentação;55;0;13/07/2016 14:13;13/07/2016 14:13
641602;Google;Qualificado;90;40;13/07/2016 14:08;13/07/2016 14:11
641585;Google;Apresentação;140;0;13/07/2016 13:49;31/07/2016 09:45
641584;Google;Apresentação;235;0;13/07/2016 13:48;13/07/2016 13:51
641576;Google;Qualificado;145;80;13/07/2016 13:34;13/07/2016 13:37
641566;Google;Apresentação;150;0;13/07/2016 13:25;13/07/2016 13:28
641547;Google;Apresentação;280;0;13/07/2016 13:05;13/07/2016 13:09
641546;Google;Apresentação;90;0;13/07/2016 13:05;13/07/2016 13:07
641545;Google;Amostras;80;0;13/07/2016 13:04;13/07/2016 13:23
641543;Google;Apresentação;225;0;13/07/2016 13:00;13/07/2016 13:04
641523;Google;Lead Ruim;60;0;13/07/2016 12:38;13/07/2016 13:17
641510;Google;Amostras;60;0;13/07/2016 12:26;13/07/2016 12:34
641507;Orgânico;Qualificado;110;40;13/07/2016 12:25;13/07/2016 12:26
641495;Google;Qualificado;140;80;13/07/2016 12:15;13/07/2016 12:24
